SalesId,SalesDate,SalesChannel,SalesLocation,CustomerId,CustomerName,ProductId,ProductName,UnitPrice,Quantity,ProductCategory,SalesRepresentativeId,SaleStatus,SalesPostalCode,,,
158,03/11/2023,Retail,Barcelona,f0f2558a-fc1a-47e0-a453-925660c01b3d,Stephie Wessing,10,Clothes,25.99,1,Clothes,03-7260702,On-Site,08025,,,
159,25/11/2023,Retail,Sevilla,b09b581c-b45e-48b3-bb36-a17fed2a8645,Neill Taylo,10,Clothes,25.99,9,Clothes,31-4676762,Shipped,41011,,,
160,25/03/2023,Retail,Sevilla,5dedd03a-ba63-4ddc-851c-e4219679ae8a,Cookie Guiu,3,Phone,630.75,3,Technology,21-0489927,On-Site,41011,,,
161,08/02/2023,Retail,Madrid,82e735a2-9300-4d00-8068-ecca617fe134,Ambrosio Lebourn,10,Clothes,25.99,6,Clothes,47-7808596,Shipped,28012,,,
162,11/09/2023,Retail,Sevilla,,Sonny Oller,8,Food,15.65,5,Food & Drinks,42-0570610,,41011,,,
163,02/04/2023,Retail,Barcelona,907d93ab-4720-4efd-a77c-39c0029d5eab,Donny Takis,8,Food,15.65,12,Food & Drinks,81-3117102,Shipped,08025,,,
164,28/03/2023,Retail,Sevilla,26b94bdd-2ed6-4c91-83e5-ff5897a47899,Mora Heasman,5,Videogame,50,5,Entretainment,24-6434523,On-Site,41011,,,
165,23/04/2023,Retail,Barcelona,cf2df43e-1067-43ff-8984-bc5c7d3466e2,Kimmi Highton,6,Board Game,23.99,8,Entretainment,08-4433334,On-Site,08025,,,
166,31/03/2023,Retail,Madrid,a4ceaa55-dc7c-4fa5-8b40-425ba833beed,Gregor Matusson,10,Clothes,25.99,9,Clothes,09-3215549,,28012,,,
167,13/08/2023,Retail,Barcelona,6cd4262f-8fa5-4e9f-92d6-7a5617a785a3,Gael Bodicum,10,Clothes,25.99,9,Clothes,54-2607777,Confirmed,08025,,,
168,19/02/2023,Retail,Barcelona,698201b5-23a4-4d73-8d99-cebb87a6086f,Gabrielle Bearfoot,3,Phone,630.75,15,Technology,84-8398357,Delivered,08025,,,
169,24/12/2023,Retail,Barcelona,43078078-ac65-42ab-a6ff-d48349548c81,Cobby Huggill,8,Food,15.65,13,Food & Drinks,85-1899559,Confirmed,08025,,,
170,24/09/2023,Retail,Barcelona,c08b15b1-4890-42d2-8b71-7c0ef344082b,Kimmie Carmo,9,Drinks,5.5,0,Food & Drinks,30-2559556,Confirmed,08025,,,
171,21/10/2023,Retail,Valencia,155c7aa5-fdff-402c-ad7f-c4306e1d15f5,Ginny Ebdin,3,Phone,630.75,1,Technology,83-0144990,On-Site,46007,,,
172,20/01/2023,Retail,Valencia,8fa8e593-7af9-4773-abd3-2a9260291bf3,Aguie Turnock,10,Clothes,25.99,9,Clothes,87-3734022,Delivered,46007,,,
173,14/11/2023,Retail,Palma de Mallorca,b87ef2a6-623e-4ed9-ba20-190f621bcd9a,Ase Gostick,2,Headphones,90,8,Technology,43-9895752,Confirmed,07005,,,
174,18/12/2023,Retail,Madrid,0969b499-2089-45a3-9657-4c3a2fa2ea68,Claybourne Shelborne,1,TV,532.9,12,Technology,92-8887843,On-Site,28012,,,
175,19/07/2023,Retail,Madrid,1abb7e87-6afe-4d77-959b-982e10e86d96,Crystie Shewry,9,Drinks,5.5,10,Food & Drinks,,On-Site,28012,,,
176,25/12/2023,Retail,Barcelona,a7e3c41a-4f3a-4fea-bf62-00a71223b386,Johann Trim,3,Phone,630.75,11,Technology,48-2669060,On-Site,08025,,,
177,10/04/2023,Retail,Barcelona,2655af58-f915-4821-b522-e6f5405c47e2,Aloise Hachette,3,Phone,630.75,5,Technology,64-3094587,Delivered,08025,,,
178,31/03/2023,Retail,Barcelona,8adfa990-81fb-457b-9c21-af643f3f73d2,Jeanna Morde,3,Phone,630.75,8,Technology,91-0942879,Delivered,08025,,,
179,25/08/2023,Retail,Madrid,fcc910ee-dd92-4f15-a886-f288b03da3d7,Benni Thomsson,3,Phone,630.75,15,Technology,91-8493424,On-Site,28012,,,
180,19/04/2023,Retail,Madrid,4ffab961-7439-42c0-a15f-d3abd1c61eb1,Fleming Rawdall,10,Clothes,25.99,14,Clothes,06-0575476,Shipped,28012,,,
181,22/04/2023,Retail,Barcelona,ce694020-2de1-4fc3-8582-0fb621d0ae67,Norah Phelps,,,,14,,75-3393052,Confirmed,08025,,,
182,19/02/2023,Retail,Sevilla,59a75bfe-1593-40c0-bc70-f60ea55e8c9e,Amandie Edridge,8,Food,15.65,11,Food & Drinks,49-0710080,Delivered,41011,,,
183,21/03/2023,Retail,Madrid,23835c93-db59-40e3-872c-1cba8c1c3f3c,Victoria Kindle,1,TV,532.9,7,Technology,64-6989408,Delivered,28012,,,
184,04/08/2023,Retail,Madrid,62e95b92-3283-49ee-9cf7-a96e1c0e8d12,Juli Quiddihy,4,Computer,1503.5,2,Technology,29-9338761,On-Site,28012,,,
185,28/04/2023,Retail,Barcelona,267eb906-8ff2-4fa4-93b3-e1b28fe6bfbb,Claribel Squier,3,Phone,630.75,3,,48-0807505,Delivered,08025,,,
186,04/09/2023,Retail,Palma de Mallorca,c259299a-cb13-4b33-b9b6-9708eba21f1c,Farrell Tiesman,8,Food,15.65,5,Food & Drinks,26-9512284,Shipped,07005,,,
187,12/07/2023,Retail,Sevilla,b3e6a778-e2e3-42c2-a10e-5fd1d4087e34,Angie Domerq,4,Computer,1503.5,11,Technology,47-7283822,Confirmed,41011,,,
188,16/01/2023,Retail,Barcelona,ae1e7ebc-a107-4941-b327-45d8d2166ea5,Dennis Wollen,10,Clothes,25.99,2,Clothes,04-6960070,Confirmed,08025,,,
189,14/10/2023,Retail,Madrid,3e4d92a9-82f8-4613-91f7-cce210d1dc5c,Marley Bourrel,10,Clothes,25.99,14,Clothes,14-5793499,On-Site,28012,,,
190,02/02/2023,Retail,Barcelona,70c893d9-7337-4772-92a4-901cd8c49b33,Fae Instrell,10,Clothes,25.99,11,Clothes,45-8739483,On-Site,08025,,,
191,09/01/2023,Retail,Sevilla,7b50059f-d889-4115-84a0-47ebd1919267,Rebe Scrinage,10,Clothes,25.99,4,Clothes,56-3238884,On-Site,41011,,,
192,21/02/2023,Retail,Madrid,62036e52-62d4-4bf0-93c4-9927d68944f7,Sumner Fairpool,7,CD,40,10,Entretainment,24-3211083,Shipped,28012,,,
193,10/08/2023,Retail,Madrid,589d5a90-5c2d-445b-aee9-a4594ac00d9b,Bert Hitschke,10,Clothes,25.99,5,Clothes,78-1145123,Confirmed,28012,,,
194,06/03/2023,Retail,Sevilla,69dba8d3-1dec-4d22-bd09-a007ea2d70d9,Jordana Laddle,8,Food,15.65,14,Food & Drinks,76-0830353,,41011,,,
195,15/07/2023,Retail,Valencia,fdf7e3c1-a7dd-4985-835a-f2f05ff5d20d,Marshal Neath,6,Board Game,23.99,12,Entretainment,41-8047954,Delivered,46007,,,
196,29/03/2023,Retail,Valencia,6dc7c601-9dad-4ec9-b7a3-0f2976362f7e,Ashlie Spackman,6,Board Game,23.99,12,Entretainment,,Shipped,46007,,,
197,16/06/2023,Retail,,4afbb64c-7b90-4edf-afcb-fafd577d8437,Tobias Surman-Wells,5,Videogame,50,15,Entretainment,58-4703649,Confirmed,,,,
198,18/06/2023,Retail,Barcelona,d2d7d635-5132-49df-857a-4dc1281e8315,Anitra McDavitt,9,Drinks,5.5,1,Food & Drinks,16-1877121,Confirmed,08025,,,
199,24/08/2023,Retail,Madrid,e79fc2e5-252d-4d6b-99f9-92ea0638d701,Saundra Reddish,10,Clothes,25.99,15,Clothes,95-1743808,,28012,,,
200,13/08/2023,Retail,Sevilla,1d079115-2a3c-40e6-9649-15dec84c1cde,Zsazsa Lunn,1,TV,532.9,4,Technology,09-4835870,Shipped,41011,,,
201,23/03/2023,Retail,Palma de Mallorca,,Major Prosser,3,Phone,630.75,12,Technology,68-9335081,Delivered,07005,,,
202,09/07/2023,Retail,Valencia,0e00a967-f1fa-4556-a743-6bdf3c3a2aed,Rozele Jurges,9,Drinks,5.5,1,Food & Drinks,,Shipped,46007,,,
203,23/03/2023,Retail,Madrid,92ac9116-5c12-457e-a607-945f32aefb0b,Garvin Attkins,10,Clothes,25.99,6,Clothes,14-7649900,On-Site,28012,,,
204,13/12/2023,Retail,Madrid,929ecce4-30ce-4ac7-aac1-cd8fa05d99fe,Dotti Jealous,1,TV,532.9,6,Technology,59-4108966,Confirmed,28012,,,
205,21/01/2023,Retail,Valencia,95c63164-ea2b-4839-a980-0f3933996fef,Dorthea Huey,10,Clothes,25.99,6,Clothes,79-7955633,Delivered,46007,,,
206,15/03/2023,Retail,Madrid,877c6d34-dc5c-43a6-82fc-1277c4f53359,Pris Castella,10,Clothes,25.99,15,Clothes,52-5289921,Delivered,28012,,,
207,16/08/2023,Retail,Barcelona,5b07d761-d231-4262-86ce-d9686e1f0f13,Hayyim Ferrandez,1,TV,532.9,7,Technology,73-3217272,Shipped,08025,,,
208,26/03/2023,Retail,Barcelona,0315d1b7-5a06-4a02-b078-74602e01aa04,Hazlett Badwick,3,Phone,630.75,12,Technology,19-2757262,On-Site,08025,,,
209,06/03/2023,Retail,Sevilla,032b65f6-b0a6-4f59-8647-7fc62765c949,Shanta Slisby,5,Videogame,50,2,Entretainment,53-8970804,Confirmed,41011,,,
210,09/12/2023,Retail,Barcelona,29ebd2ca-c50f-484c-8e9e-676e9b61661c,Garret Laffoley-Lane,5,Videogame,50,3,Entretainment,,Shipped,08025,,,
211,11/08/2023,Retail,Madrid,16d2aa42-972e-4745-8729-a675f2144dbc,Buddy Shemelt,3,Phone,630.75,13,Technology,40-3323066,Confirmed,28012,,,
212,03/07/2023,Retail,Sevilla,c39c20a9-8b65-4bde-9ccf-ef8c33dfefb1,,5,Videogame,50,8,Entretainment,65-8741258,On-Site,41011,,,
213,25/05/2023,Retail,Valencia,d013c54c-0838-49ee-8795-5791046046c0,Colan Rodolfi,9,Drinks,5.5,8,Food & Drinks,77-7596872,Shipped,46007,,,
214,18/06/2023,Retail,Palma de Mallorca,,Rey Geraldo,2,Headphones,90,13,Technology,26-0103056,Shipped,07005,,,
215,14/04/2023,Retail,Madrid,4dd78374-f74a-46bb-bfd8-c06af73bde54,Radcliffe Manion,7,CD,40,11,Entretainment,78-2562887,Delivered,28012,,,
216,26/11/2023,Retail,Barcelona,5e8bb779-cb12-44c6-a177-06448465c256,Olvan Ambroziak,6,Board Game,23.99,5,Entretainment,76-0353302,,08025,,,
217,08/08/2023,Retail,Sevilla,7a7b7e1f-25cf-4b74-a096-546745b46878,Doria Rowlands,6,Board Game,23.99,5,Entretainment,05-2039144,On-Site,41011,,,
218,24/03/2023,Retail,Madrid,7e143bff-7f0c-4cbf-9858-993abeedc966,Valencia Van Halen,9,Drinks,5.5,13,Food & Drinks,53-7813724,Delivered,28012,,,
219,26/03/2023,Retail,Barcelona,d9779b4d-919d-46b0-a9ae-8e869cc54213,Robbyn Biagioni,10,Clothes,25.99,4,Clothes,07-5166777,Shipped,08025,,,
220,25/09/2023,Retail,Madrid,7d482ce9-ee88-4f07-b188-4989377f80bf,Perry Roskeilly,6,Board Game,23.99,2,Entretainment,66-8696504,On-Site,28012,,,
221,26/11/2023,Retail,Barcelona,897d96fa-1ff1-40d9-a2ba-8d0655394d6f,Isidoro Hamnett,10,Clothes,25.99,6,Clothes,38-8623653,On-Site,08025,,,
222,29/05/2023,Retail,Madrid,44ae7351-be43-4ac7-853e-6d107ecacd63,Silvio Stucksbury,10,Clothes,25.99,11,Clothes,11-1142402,Confirmed,28012,,,
223,14/10/2023,Retail,Madrid,adb7fe31-e67a-4c7c-9fae-2a61399cb001,Loreen Markos,10,Clothes,25.99,7,,03-4372027,Confirmed,28012,,,
224,01/11/2023,Retail,Sevilla,f94e5d43-e430-45dd-9efc-d69db166a443,Del Baxter,10,Clothes,25.99,4,Clothes,89-7331899,Confirmed,41011,,,
225,23/09/2023,Retail,Barcelona,26b6f9b7-a340-4614-b18f-31f96bce4c59,Antone Spittal,1,TV,532.9,14,Technology,09-0318127,On-Site,08025,,,
226,03/03/2023,Retail,Valencia,fcf8eea7-ea2e-4c14-8630-6130a8d66967,Chelsey Aloshechkin,5,Videogame,50,8,Entretainment,66-4931443,Delivered,46007,,,
227,03/11/2023,Retail,Madrid,0b195d1f-e545-4c16-847f-e64db4bada24,Robina Gookey,1,TV,532.9,11,Technology,31-6576890,Shipped,28012,,,
228,10/05/2023,Retail,Sevilla,d8bc9f54-076c-4755-bdba-79d7408f3812,Carlina Binny,6,Board Game,23.99,15,Entretainment,52-0315481,On-Site,41011,,,
229,14/01/2023,Retail,Madrid,be16e801-a9b3-4d4d-90b9-f0e853b498b8,Andreas Crux,3,Phone,630.75,5,Technology,69-6859746,Delivered,28012,,,
230,24/11/2023,Retail,,15227ebd-7a07-46d6-9a7f-6402c3032da6,Annaliese Lifsey,8,Food,15.65,14,Food & Drinks,92-0238253,On-Site,,,,
231,23/04/2023,Retail,Madrid,c97c59d9-c817-4206-958a-df1d1c33ea9e,,2,Headphones,90,8,Technology,19-8578183,Delivered,28012,,,
232,12/12/2023,Retail,Madrid,3af43e54-3c10-41f8-bfa2-b3d75d1449fa,Brinna Calloway,10,Clothes,25.99,14,Clothes,01-5547755,Shipped,28012,,,
233,12/12/2023,Retail,Madrid,2fd9bdf7-2e03-421e-b3bf-77c8aab78112,Gaspar Choppin,2,Headphones,90,2,Technology,48-2390830,Confirmed,28012,,,
234,13/03/2023,Retail,Sevilla,23966b1f-4613-460e-b0dd-3b999ea23d1b,Patric Oolahan,4,Computer,1503.5,14,Technology,06-3463043,Confirmed,41011,,,
235,27/04/2023,Retail,Sevilla,49b44307-4e68-436d-a338-617c9b27a34c,Everard Barok,9,Drinks,5.5,9,Food & Drinks,96-9393335,Shipped,41011,,,
236,30/11/2023,Retail,Barcelona,8aa23055-fb4f-4ade-929d-4ad5274c9893,Kendrick Sinfield,9,Drinks,5.5,12,Food & Drinks,07-2397677,On-Site,08025,,,
237,27/06/2023,Retail,Madrid,daa78e92-2b30-445b-8817-d4fdebc080ba,,5,Videogame,50,5,Entretainment,80-2575593,On-Site,28012,,,
238,13/12/2023,Retail,Valencia,24f6abd9-5251-4188-8718-9b224eb73e25,Nolly Doram,5,Videogame,50,13,Entretainment,69-8471285,Confirmed,46007,,,
239,23/08/2023,Retail,Palma de Mallorca,98e04e5f-042d-420f-8381-2e2ae9bb7d15,See Lafayette,10,Clothes,25.99,7,Clothes,07-8920750,On-Site,07005,,,
240,18/02/2023,Retail,Barcelona,,Vito Kertess,10,Clothes,25.99,14,Clothes,75-9174856,Delivered,08025,,,
241,08/11/2023,Retail,Barcelona,7a0798b2-0fc5-4544-a0f4-c6c4f26c1cfd,Jillane Peiser,10,Clothes,25.99,12,Clothes,84-3056838,Delivered,08025,,,
242,26/09/2023,Retail,Madrid,c422572a-a6e5-445d-ae81-1e7aca72310c,Gunter O'Kenny,1,TV,532.9,5,Technology,90-1388710,Confirmed,28012,,,
243,13/10/2023,Retail,Sevilla,929ca459-b6fe-434f-92e0-f4219115ffb0,Carlee Fumagalli,4,Computer,1503.5,11,Technology,12-9731967,Shipped,41011,,,
244,20/02/2023,Retail,Madrid,071c3d94-b1a3-447f-9596-39620b785bff,Troy Essery,10,Clothes,25.99,5,Clothes,09-6415269,On-Site,28012,,,
245,17/04/2023,Retail,Sevilla,c0e90939-abf8-4e95-bf12-5ff19fc11cc8,Collin Tabert,10,Clothes,25.99,9,Clothes,05-1410663,Delivered,41011,,,
246,26/07/2023,Retail,Valencia,4770ed23-4b3a-4b03-93fe-7e187ed8e70f,Kain Darbey,7,CD,40,11,Entretainment,16-2649799,On-Site,46007,,,
247,05/02/2023,Retail,Valencia,71f22283-1b84-44e5-b3ba-bbde55d32067,Corbet Marsham,8,Food,15.65,4,Food & Drinks,38-1388637,Shipped,46007,,,
248,29/11/2023,Retail,Sevilla,a4366713-3cd6-4a97-872b-eb645b080438,Ariadne Hedge,8,Food,15.65,7,Food & Drinks,13-0180942,Confirmed,41011,,,
249,24/09/2023,Retail,,b3741c33-0b5e-4be5-bd17-ba90c45023b3,Jerrilyn Sagar,10,Clothes,25.99,2,Clothes,83-7600868,Delivered,,,,
250,26/09/2023,Retail,Madrid,280dd163-b2cd-4284-9c59-6a7ff6ef854f,,5,Videogame,50,1,Entretainment,29-1177811,Shipped,28012,,,
251,02/05/2023,Retail,Madrid,3fb8b7f4-29aa-4ef7-8432-645dae1d8bfb,,9,Drinks,5.5,8,Food & Drinks,76-9449456,On-Site,28012,,,
252,09/09/2023,Retail,Sevilla,4f743725-2490-4ba5-a0d6-02bc18b3c3eb,Eartha Guynemer,5,Videogame,50,2,Entretainment,80-8466552,Delivered,41011,,,
253,11/12/2023,Retail,Barcelona,01e8e089-d166-4fdb-91f7-9dc74248bc90,Pansie Ayerst,3,Phone,630.75,1,Technology,78-8490794,Confirmed,08025,,,
254,31/08/2023,Retail,Palma de Mallorca,49927799-6710-4a2a-83a9-62f302f3d63d,Gran Piddocke,4,Computer,1503.5,3,Technology,42-3878744,Delivered,07005,,,
255,28/12/2023,Retail,Barcelona,88549e58-d1bc-4d2c-9043-b4b0de9a896c,Merrill Seymark,3,Phone,630.75,7,Technology,38-7944994,Delivered,08025,,,
256,18/10/2023,Retail,Barcelona,dcd81527-22de-42fc-95b7-0fe3fd581d35,Mela Rodolico,10,Clothes,25.99,11,Clothes,61-3022974,Shipped,08025,,,
257,23/11/2023,Retail,Barcelona,8955ea03-7c98-42fd-81e9-65d01c9b1914,Eddy Valentelli,8,Food,15.65,1,Food & Drinks,52-8357662,Confirmed,08025,,,
258,04/11/2023,Retail,Valencia,b98a5abc-5e97-46a9-a673-5fd832bf8b28,Brock Feldstern,3,Phone,630.75,1,Technology,78-4140869,Confirmed,46007,,,
259,17/10/2023,Retail,Madrid,7dda121e-636b-4fab-be18-493a30732098,Cody Sporton,2,Headphones,90,2,Technology,87-8355726,Delivered,28012,,,
260,22/02/2023,Retail,Sevilla,f6983698-e171-4836-845a-9b56d1c51663,Dolley Schimmang,10,Clothes,25.99,4,Clothes,27-0787280,Delivered,41011,,,
261,25/06/2023,Retail,Barcelona,5a5f3493-8274-4433-817d-0b994574cf36,Rolfe Magor,10,Clothes,25.99,7,Clothes,61-3415584,Confirmed,08025,,,
262,10/06/2023,Retail,Sevilla,e8c8ba75-7acc-489e-84bd-2fcda47fe583,Benoite Trustrie,9,Drinks,5.5,8,Food & Drinks,79-0170577,Shipped,41011,,,
263,08/10/2023,Retail,Madrid,630ff4c1-83cc-4dcb-a377-1001167ecb4a,Rubia Turpey,10,Clothes,25.99,3,Clothes,20-7995106,Delivered,28012,,,
264,05/10/2023,Retail,Barcelona,730414bb-c34a-404f-954e-ce22951ce4aa,Rochella Romanetti,10,Clothes,25.99,7,Clothes,02-2438979,On-Site,08025,,,
265,07/02/2023,Retail,Barcelona,4b1d178d-7eed-4fd7-b35f-806976b67bc3,Chanda Jime,9,Drinks,5.5,5,Food & Drinks,24-7599113,,08025,,,
266,25/05/2023,Retail,Valencia,cac89213-cfd1-4ef8-a804-a55cc7b7732b,Abelard Eixenberger,7,CD,40,6,Entretainment,,On-Site,46007,,,
267,16/08/2023,Retail,Madrid,e3b3031e-0113-4f1c-b5b3-8343c10174b5,Loy Coult,4,Computer,1503.5,13,Technology,76-5769196,,28012,,,
268,29/08/2023,Retail,Barcelona,7ba9db1f-ca5c-45b5-845c-25bfe993aa37,Zonda Gonthier,9,Drinks,5.5,12,Food & Drinks,18-8899804,Delivered,08025,,,
269,14/05/2023,Retail,Madrid,ff585b63-7cf7-4c33-86a1-df08e4924478,Luther Grubbe,6,Board Game,23.99,2,Entretainment,00-8772519,Shipped,28012,,,
270,28/03/2023,Retail,Barcelona,714756a7-4caa-439c-bbe3-be243c2037c2,Jessika Hestrop,3,Phone,630.75,12,Technology,06-9128355,Confirmed,08025,,,
271,02/12/2023,Retail,Valencia,57cf2a77-5549-4d57-a45f-365f5e089bb1,Clemens Ceschelli,9,Drinks,5.5,3,Food & Drinks,89-8159322,Shipped,46007,,,
272,19/11/2023,Retail,Sevilla,1bc57505-fab0-4317-87e9-37b5611bedf1,Kimmie Attridge,4,Computer,1503.5,8,Technology,30-0926817,Confirmed,41011,,,
273,25/04/2023,Retail,Madrid,7cabdf53-4fe3-4c93-bb3c-6a909241f7dc,,6,Board Game,23.99,1,Entretainment,24-1340754,Confirmed,28012,,,
274,26/11/2023,Retail,Sevilla,a1a13079-d218-477e-99b5-871faf20c269,Dre Questier,4,Computer,1503.5,1,Technology,26-0168291,Delivered,41011,,,
275,09/08/2023,Retail,Palma de Mallorca,21c53342-c202-4680-974e-958547a08784,Clarabelle Greathead,9,Drinks,5.5,5,Food & Drinks,,On-Site,07005,,,
276,20/09/2023,Retail,Sevilla,5e614b56-9c69-4376-9775-7fa1c12c85c6,Fredric Osipov,3,Phone,630.75,3,Technology,87-1136136,Shipped,41011,,,
277,15/01/2023,Retail,Madrid,f8a10035-13c9-4ec2-a660-8e6b9b21914f,Kort Yitzhak,5,Videogame,50,2,Entretainment,,Confirmed,28012,,,
278,29/06/2023,Retail,Madrid,d8dfabb9-67d0-47f1-be0c-5a03b73ed357,Phillis Casham,8,Food,15.65,7,Food & Drinks,14-7605311,Shipped,28012,,,
279,19/06/2023,Retail,Barcelona,165c4d32-3b25-4472-925e-42d331a4fcc9,Deeanne Graveney,10,Clothes,25.99,15,Clothes,87-7951128,Confirmed,08025,,,
280,18/04/2023,Retail,Barcelona,8898b75a-17b5-4116-8113-d342cb2d67f7,Riva Soigoux,10,Clothes,25.99,10,Clothes,38-3814066,Confirmed,08025,,,
281,09/04/2023,Retail,Barcelona,083703cf-cbc7-4f09-b4f6-76f401ca77c4,Herbert Febry,7,CD,40,8,Entretainment,23-0660700,Delivered,08025,,,
282,18/08/2023,Retail,Barcelona,cdac9818-15c7-4875-973f-88d1ef85be17,Lindsey Rumens,4,Computer,1503.5,13,Technology,92-5266764,Shipped,08025,,,
283,22/01/2023,Retail,Valencia,ae6d0138-660b-428c-bbb9-75b969640a49,Rurik Parley,8,Food,15.65,8,Food & Drinks,97-1608941,Shipped,46007,,,
284,25/08/2023,Retail,,2a6c972e-0730-4320-b63b-d2c24b0005c9,Jacenta MacCosty,6,Board Game,23.99,14,Entretainment,36-0417492,Confirmed,,,,
285,05/07/2023,Retail,Barcelona,,Kassia Fears,10,Clothes,25.99,6,Clothes,21-8715969,Confirmed,08025,,,
286,17/06/2023,Retail,Madrid,59ee72be-5926-4071-8e6a-37e9e3d796cd,Irma Maskell,7,CD,40,9,Entretainment,70-9301705,Shipped,28012,,,
287,06/03/2023,Retail,Sevilla,439ee752-bdc6-4050-a7f5-2fdf551ba271,Arthur McKenzie,10,Clothes,25.99,11,Clothes,05-3227813,Confirmed,41011,,,
288,11/09/2023,Retail,Sevilla,725a3649-5540-4815-b05b-eab7795b9f6a,Claudine Older,1,TV,532.9,1,Technology,90-9664043,Confirmed,41011,,,
289,12/01/2023,Retail,Madrid,05f4e468-dd23-4ed2-b811-fe8de5c4111f,Sharron Hallagan,3,Phone,630.75,3,Technology,,Confirmed,28012,,,
290,09/03/2023,Retail,Valencia,c098f162-65fb-41c4-8f5b-e51b9d00c8ec,Nelie Sharrem,8,Food,15.65,11,Food & Drinks,12-4602608,On-Site,46007,,,
291,16/08/2023,Retail,Barcelona,be5b0bb3-67a8-46a5-a3f6-ca27f22eb368,Gaylor Geekin,4,Computer,1503.5,9,Technology,54-5663275,Confirmed,08025,,,
292,10/03/2023,Retail,Madrid,420384cd-f70b-4880-98b6-7c64d502c309,Reece Bramford,8,Food,15.65,5,Food & Drinks,52-7285413,On-Site,28012,,,
293,15/04/2023,Retail,Barcelona,3093aa54-a66c-4743-bdab-2438d5e190c6,Hope Stainburn,4,Computer,1503.5,8,Technology,85-8469239,Delivered,08025,,,
294,27/09/2023,Retail,,9bee5f62-6e3b-486e-a62a-49afe876b46b,Hester Stacy,3,Phone,630.75,11,Technology,22-0479676,On-Site,,,,
295,19/11/2023,Retail,Barcelona,4372656e-07d6-4dd0-98f2-1e166f5c748d,Durand Di Francesco,3,Phone,630.75,5,Technology,78-2618122,Delivered,08025,,,
296,08/09/2023,Retail,Madrid,91efc77c-44f0-4ab0-9e87-01accce7f9af,Nesta Willicott,9,Drinks,5.5,15,Food & Drinks,,,28012,,,
297,15/07/2023,Retail,Barcelona,c8ad8311-afd1-464d-9952-c9c0af760543,Chauncey Benzing,4,Computer,1503.5,5,Technology,61-3417851,Delivered,08025,,,
298,11/08/2023,Retail,Valencia,375e9fed-9c37-4b01-8f4d-b13d58015fda,Frederico Gossage,8,Food,15.65,15,Food & Drinks,33-7491484,On-Site,46007,,,
299,28/10/2023,Retail,Valencia,,Tobe Ehrat,10,Clothes,25.99,14,Clothes,43-2521883,Delivered,46007,,,
300,01/11/2023,Retail,Madrid,bd734a3b-b944-4079-9798-ef6510e29f9f,Yovonnda Boig,1,TV,532.9,10,Technology,05-1564329,Confirmed,28012,,,
301,13/03/2023,Retail,Barcelona,47608694-9773-40f8-96cc-da8d072c01ee,,7,CD,40,5,Entretainment,99-4448783,Confirmed,08025,,,
302,19/07/2023,Retail,Valencia,93e5d73f-b989-4507-8fc4-1078cc6813ae,Derrick Traise,5,Videogame,50,10,Entretainment,32-0569768,Delivered,46007,,,
303,20/10/2023,Retail,,7d03c2c0-57b6-4f6d-bec4-b9f2cb5df2b2,Allayne Seak,3,Phone,630.75,11,,64-0686423,Confirmed,,,,
304,26/04/2023,Retail,Valencia,837cafa2-c02e-4f5b-ad1e-880496c71e0e,Lindsay Bradmore,10,Clothes,25.99,14,Clothes,00-5616669,Delivered,46007,,,
305,05/07/2023,Retail,Madrid,377f316e-65ab-4b01-a4b0-fa9e225fad62,Reece Rubinfeld,6,Board Game,23.99,1,Entretainment,42-2828220,Shipped,28012,,,
306,26/07/2023,Retail,Barcelona,8c536c7e-df32-4f49-aeba-5214d1fa58e4,Pooh Hunston,2,Headphones,90,5,Technology,53-8968624,Confirmed,08025,,,
307,14/08/2023,Retail,Madrid,9d807e21-f558-4d70-82ad-d3dbd2a3597f,Miguel Vogel,3,Phone,630.75,8,Technology,53-9267256,Shipped,28012,,,
308,27/02/2023,Retail,Barcelona,49ca82cd-67ac-49ba-8ddb-b68e28e1f673,Briana Sybe,1,TV,532.9,3,Technology,,Shipped,08025,,,
309,19/01/2023,Retail,Madrid,,Eachelle Gillebride,7,CD,40,15,Entretainment,96-5706563,Confirmed,28012,,,
310,09/01/2023,Retail,Sevilla,97559d58-3a95-4119-b9ef-404439adbb30,Joscelin Alphonso,2,Headphones,90,7,Technology,81-8595100,Shipped,41011,,,
311,11/01/2023,Retail,Madrid,71dcb646-6cf8-4fea-8e79-e8596524a7a4,Thibaud Paschek,,,,6,Technology,82-0123921,Delivered,28012,,,
312,07/01/2023,Retail,Sevilla,ac448d5a-6fa1-487b-a7f0-230b6345d284,Clayborne Blazeby,5,Videogame,50,15,Entretainment,56-3422880,Confirmed,41011,,,
313,01/08/2023,Retail,Madrid,e5ca73c9-66c4-49d2-b47b-015eaccf2cfd,Fredi Fallowfield,3,Phone,630.75,2,Technology,09-1897757,Confirmed,28012,,,
314,14/12/2023,Retail,,b688ce9f-c555-4a65-a9ae-535c11db2ff7,Andrus Clink,6,Board Game,23.99,11,Entretainment,37-6359738,On-Site,,,,
315,22/02/2023,Retail,Madrid,012f1369-ddc3-404f-880d-00b2b50ae99d,Eddie Jirka,6,Board Game,23.99,14,Entretainment,21-8770597,Confirmed,28012,,,
316,30/11/2023,Retail,Palma de Mallorca,c85c70de-b6f6-4f2c-a0d2-e96b9c5e4c99,Jacquenette Clymer,7,CD,40,3,Entretainment,85-2638255,On-Site,07005,,,
